transaction_date,customer_name,amount,order_status,payment_method
2023-01-01,,295.7054434350147,pending,unknown
2023-02-17,Customer 14,855.561670137697,completed,unknown
2023-01-01,Customer 8,758.5243808182214,failed,credit_card
2023-03-09,Customer 8,141.0531734357978,failed,credit_card
2023-03-09,Customer 8,288.24132653275706,failed,paypal
2023-01-01,Customer 42,605.6771116968303,completed,paypal
2023-03-25,Customer 42,0.0,failed,paypal
2023-01-22,Customer 41,754.4078843337975,completed,paypal
2023-02-06,Customer 16,0.0,pending,paypal
2023-01-01,Customer 16,0.0,failed,paypal
2023-03-12,Customer 39,849.7342877584517,failed,paypal
2023-03-30,Customer 48,458.0897295437359,completed,credit_card
2023-01-01,Customer 48,733.1453057212319,pending,paypal
2023-01-13,Customer 2,263.46808044284387,failed,paypal
2023-02-28,Customer 32,0.0,completed,paypal
2023-03-07,Customer 45,622.4024234693171,completed,paypal
2023-02-09,Customer 25,808.7879403595233,failed,paypal
2023-03-29,Customer 25,645.827914061718,pending,paypal
2023-01-01,Customer 4,296.5625693307305,failed,credit_card
2023-01-01,Customer 19,850.9067667629124,completed,debit_card
2023-03-23,Customer 48,458.0897295437359,completed,credit_card
2023-02-07,Customer 4,569.4303756185047,completed,debit_card
2023-01-26,Customer 4,744.0050417131358,pending,credit_card
2023-01-01,Customer 13,0.0,completed,debit_card
2023-01-01,Customer 39,737.6933350180027,pending,debit_card
2023-01-10,Customer 36,548.3262029567231,completed,debit_card
2023-01-21,Customer 23,860.0950715247482,pending,credit_card
2023-03-22,Customer 6,274.9080006486849,failed,credit_card
2023-03-11,Customer 24,795.9934086495128,pending,paypal
2023-03-21,Customer 44,976.8327974715096,failed,debit_card
2023-02-17,Customer 33,0.0,pending,credit_card
2023-03-06,Customer 12,802.3839859936121,failed,credit_card
2023-03-24,Customer 41,986.5290509949124,pending,debit_card
2023-04-10,Customer 21,0.0,failed,debit_card
2023-03-30,Customer 21,577.3759497198428,completed,debit_card
2023-01-01,Customer 44,0.0,failed,debit_card
2023-01-01,Customer 44,469.44292428501126,pending,credit_card
2023-01-20,Customer 29,471.39933503059854,completed,paypal
2023-01-20,Customer 48,458.0897295437359,completed,credit_card
2023-01-01,Customer 41,461.01910740276486,failed,credit_card
2023-02-09,Customer 3,208.59129206750777,failed,credit_card
2023-02-02,Customer 3,396.94626486994264,completed,paypal
2023-03-07,Customer 20,465.5084436831799,failed,credit_card
2023-01-01,Customer 26,612.289684084263,completed,credit_card
2023-02-27,Customer 24,554.7246864621766,completed,paypal
2023-01-01,Customer 47,809.9854999475176,failed,paypal
2023-01-01,Customer 21,470.2351726341441,failed,paypal
2023-03-16,Customer 30,0.0,pending,credit_card
2023-01-24,Customer 4,459.5490192844812,failed,debit_card
2023-02-05,Customer 4,569.4303756185047,completed,paypal
2023-03-17,Customer 40,797.69779971995,completed,debit_card
2023-02-25,Customer 10,933.5916371586834,pending,debit_card
2023-01-01,Customer 10,392.7792746430968,pending,credit_card
2023-01-01,Customer 42,605.6771116968303,completed,credit_card
2023-01-01,Customer 24,0.0,pending,paypal
2023-01-01,Customer 4,569.4303756185047,completed,credit_card
2023-01-01,Customer 47,374.12382760831696,failed,paypal
2023-02-23,Customer 47,632.1174878324204,completed,paypal
2023-01-06,Customer 45,0.0,pending,debit_card
2023-02-08,Customer 45,709.6706465247498,failed,debit_card
2023-01-18,Customer 32,0.0,completed,paypal
2023-03-21,Customer 10,488.93324493233496,completed,paypal
2023-01-01,Customer 10,776.9210688891404,pending,debit_card
2023-01-01,Customer 28,0.0,pending,paypal
2023-02-28,Customer 46,486.67890714921543,completed,credit_card
2023-02-01,Customer 8,186.89464884471224,failed,credit_card
2023-01-02,Customer 40,0.0,pending,debit_card
2023-03-07,Customer 22,0.0,failed,unknown
2023-02-11,Customer 34,528.8294804948475,pending,credit_card
2023-01-01,Customer 45,0.0,failed,credit_card
2023-02-05,Customer 45,512.6630970129855,completed,credit_card
2023-01-12,Customer 35,572.1333586793631,failed,debit_card
2023-02-16,Customer 25,497.81378601538313,completed,paypal
2023-03-24,Customer 25,867.3714314041059,failed,debit_card
2023-04-02,Customer 6,490.0950770224203,completed,debit_card
2023-01-01,Customer 41,844.1833314525772,completed,paypal
2023-01-15,Customer 41,558.407858831368,failed,credit_card
2023-04-10,Customer 1,177.7392823335771,pending,debit_card
2023-02-23,Customer 12,694.0358760006541,completed,debit_card
2023-01-13,Customer 12,0.0,failed,debit_card
2023-02-12,Customer 6,862.5477902566403,completed,credit_card
2023-03-26,Customer 17,713.2232161870621,completed,credit_card
2023-03-17,Customer 9,260.53061437928545,failed,paypal
2023-03-10,Customer 2,284.45266467658905,completed,paypal
2023-01-01,Customer 18,108.71935371711626,pending,paypal
2023-01-01,Customer 49,902.844692273196,failed,debit_card
2023-01-01,Customer 49,902.844692273196,completed,debit_card
2023-01-04,Customer 28,801.2727768262497,failed,debit_card
2023-03-18,Customer 41,932.647083253794,failed,paypal
2023-01-01,Customer 41,743.6608740673684,pending,credit_card
2023-03-20,Customer 49,0.0,failed,paypal
2023-01-16,Customer 26,522.5484726350876,failed,credit_card
2023-01-01,Customer 4,894.4383604536138,failed,credit_card
2023-04-10,Customer 40,539.5690539463509,failed,debit_card
2023-01-01,Customer 36,473.11073663450776,failed,debit_card
2023-01-24,Customer 31,0.0,completed,paypal
2023-03-21,Customer 30,527.7604977177543,failed,credit_card
2023-01-01,Customer 34,528.8294804948475,completed,credit_card
2023-01-01,Customer 19,850.9067667629124,completed,debit_card
2023-02-18,Customer 18,243.8803738546352,pending,debit_card
2023-02-19,Customer 30,0.0,pending,credit_card
2023-03-11,Customer 21,684.5167268055415,failed,paypal
2023-01-01,Customer 3,585.3012376723775,pending,credit_card
2023-02-05,Customer 6,393.1162897751339,completed,debit_card
2023-03-06,Customer 38,232.31250539992112,failed,unknown
2023-04-06,Customer 13,0.0,pending,credit_card
2023-03-11,Customer 45,216.4711036800262,completed,debit_card
2023-04-05,Customer 45,0.0,pending,debit_card
2023-01-01,Customer 48,183.03415336623996,failed,paypal
2023-02-20,Customer 28,919.4902501541172,pending,credit_card
2023-02-06,Customer 28,0.0,failed,debit_card
2023-02-04,Customer 40,820.3406158965146,failed,credit_card
2023-02-18,Customer 40,889.4178692931144,pending,debit_card
2023-01-01,Customer 40,0.0,failed,debit_card
2023-01-04,Customer 23,0.0,failed,credit_card
2023-04-09,Customer 31,0.0,failed,paypal
2023-02-12,Customer 18,622.1773951869335,failed,paypal
2023-03-19,Customer 7,744.6197567962168,pending,paypal
2023-01-01,Customer 8,124.3620862994711,failed,credit_card
2023-03-15,Customer 19,758.257605999844,failed,debit_card
2023-01-01,Customer 29,790.2671549058329,failed,debit_card
2023-01-01,Customer 44,108.789792036655,failed,credit_card
2023-02-13,Customer 20,465.5084436831799,completed,credit_card
2023-01-01,Customer 42,309.57892397288185,pending,paypal
2023-01-24,Customer 42,553.0846851459573,pending,paypal
2023-03-01,Customer 42,605.6771116968303,completed,paypal
2023-01-03,Customer 42,0.0,pending,paypal
2023-04-09,Customer 10,187.72181985294088,completed,credit_card
2023-03-04,Customer 10,0.0,pending,paypal
2023-02-05,Customer 10,0.0,pending,paypal
2023-04-05,Customer 28,0.0,failed,debit_card
2023-03-09,Customer 10,993.1865709570902,completed,debit_card
2023-03-24,Customer 29,471.39933503059854,completed,debit_card
2023-02-16,Customer 29,185.01212273544508,pending,debit_card
2023-04-10,Customer 29,471.39933503059854,completed,credit_card
2023-01-01,Customer 42,954.3677259716516,failed,debit_card
2023-03-23,Customer 1,943.0718264105096,pending,debit_card
2023-01-01,Customer 23,0.0,pending,credit_card
2023-01-01,Customer 23,0.0,failed,paypal
2023-01-01,Customer 43,0.0,completed,paypal
2023-02-11,Customer 37,353.64251114751454,completed,debit_card
2023-02-28,Customer 37,207.79421418780052,pending,paypal
2023-03-07,Customer 37,499.4908081072286,pending,debit_card
2023-02-06,Customer 4,452.5968873105619,failed,credit_card
2023-01-11,Customer 9,578.6642593645236,completed,debit_card
2023-03-28,Customer 28,726.1810564724459,completed,debit_card
2023-02-13,Customer 28,726.1810564724459,completed,debit_card
2023-01-12,Customer 47,712.2431359414267,failed,paypal
2023-01-01,Customer 47,0.0,failed,debit_card
2023-01-01,Customer 33,188.63020302757377,pending,credit_card
2023-03-22,Customer 33,182.8248270507615,pending,debit_card
2023-02-02,Customer 9,150.36924551450306,pending,paypal
2023-02-24,Customer 9,0.0,pending,credit_card
2023-01-01,Customer 24,313.4559642748403,completed,paypal
2023-02-08,Customer 14,855.561670137697,completed,unknown
2023-01-20,Customer 18,324.9257075862283,completed,paypal
2023-02-16,Customer 1,612.0089243577082,completed,debit_card
2023-02-12,Customer 12,684.848776171108,failed,debit_card
2023-02-26,Customer 29,590.1317896451569,failed,paypal
2023-03-02,Customer 37,353.64251114751454,completed,debit_card
2023-03-19,Customer 26,622.1365446438795,pending,debit_card
2023-01-01,Customer 33,793.9801433529682,completed,paypal
2023-01-25,Customer 33,438.60391684496847,pending,credit_card
2023-01-03,Customer 15,541.9222668106545,failed,paypal
2023-01-04,Customer 23,983.475712363662,failed,credit_card
2023-01-01,Customer 29,320.18627283595936,pending,debit_card
2023-04-09,Customer 21,577.3759497198428,completed,debit_card
2023-01-14,Customer 19,850.9067667629124,completed,debit_card
2023-02-10,Customer 5,379.0608759720548,pending,debit_card
2023-03-14,Customer 23,848.3674598849235,completed,credit_card
2023-01-20,Customer 23,841.989995885707,completed,credit_card
2023-04-06,Customer 23,676.0217397694945,failed,credit_card
2023-03-14,Customer 8,431.2921617833807,pending,credit_card
2023-01-27,Customer 9,381.4779661961719,completed,debit_card
2023-03-08,Customer 9,821.652535047819,failed,debit_card
2023-01-01,Customer 9,163.4024673497435,completed,debit_card
2023-03-09,Customer 1,715.2156643290378,completed,debit_card
2023-01-01,Customer 9,442.65632049334687,pending,debit_card
2023-01-01,Customer 16,670.5378606861323,completed,paypal
2023-04-07,Customer 16,0.0,failed,paypal
2023-01-05,Customer 16,670.5378606861323,completed,paypal
2023-03-09,Customer 5,547.9101806820856,pending,debit_card
2023-01-12,Customer 40,485.0509409483251,completed,credit_card
2023-03-28,Customer 40,706.415255960851,completed,debit_card
2023-03-19,Customer 46,764.4039226574539,pending,debit_card
2023-01-01,Customer 27,0.0,completed,unknown
2023-02-26,Customer 11,426.8451320564018,completed,credit_card
2023-01-01,Customer 11,426.8451320564018,pending,credit_card
2023-01-25,Customer 28,457.7801424369706,completed,credit_card
2023-01-01,Customer 36,764.8143932921014,failed,debit_card
2023-01-22,Customer 36,595.4171109611108,completed,debit_card
2023-01-26,Customer 19,943.5559275259808,completed,debit_card
2023-03-22,Customer 35,331.510136924254,pending,debit_card
2023-03-02,Customer 35,0.0,pending,debit_card
2023-03-03,Customer 44,727.4274551455193,pending,credit_card
2023-03-25,Customer 44,907.3630941428293,pending,credit_card
2023-01-01,Customer 46,208.9538916409769,completed,credit_card
2023-01-01,Customer 46,0.0,failed,credit_card
2023-03-12,Customer 2,305.4372489103342,failed,paypal
2023-03-27,Customer 7,540.5583959509235,failed,credit_card
